,Uniprot,Gene_Name,RBP_flag,SVM_SeqOnly_score,DNN_SeqOnly_score,Network_score_MB,Network_score_MB_STRING,optimistic_DNN_SVM,optimistic_DNNSVM_NetMB_STRING,protein_len,Ensembl Gene ID
890,P68431,HIST1H3D,0,0.743610685,0.09300048,0.759177374,0.736858483,0.687239236,0.840873089,136,ENSG00000197409
891,Q15813,TBCE,0,0.107970689,0.058733232,0.847036237,0.823083994,0.46142861,0.840673091,527,ENSG00000284770
892,A0MZ66,SHTN1,0,0.331654997,0.3301812,0.728000237,0.785777998,0.602207139,0.840658028,631,ENSG00000187164
893,Q16695,HIST3H3,0,0.691304955,0.30522367,0.70647129,0.723747327,0.706831185,0.840519919,136,ENSG00000168148
894,C9J050,PCYT1A,0,0.872147445,0.49209034,0.31133459,0.523975021,0.815456431,0.840485791,293,ENSG00000161217
895,Q96ND0,FAM210A,0,0.629351881,0.13063201,0.69083053,0.768737604,0.640364458,0.840328092,272,ENSG00000177150
896,Q7Z3L0,DKFZp781I1140,0,0.632055903,0.68436855,0.670970558,0.715378517,0.720975266,0.84029907,373,
897,Q13619,CUL4A,0,0.727793245,0.6438341,0.682539125,0.683048377,0.748741319,0.840206056,759,ENSG00000139842
898,P0CG39,POTEJ,0,0.172643729,0.10999015,0.893394169,0.816000938,0.492203964,0.840191153,1038,ENSG00000222038
899,Q9UPP5,K1107,0,0.876547297,0.8280053,0.387349987,0.316855321,0.847119648,0.840105102,1409,
900,Q6IN85,PPP4R3A,0,0.644878651,0.08502523,0.831321289,0.765708494,0.642699114,0.840047692,833,ENSG00000100796
901,Q9UKL0,RCOR1,0,0.745270953,0.8520555,0.591790441,0.604065364,0.789724323,0.84004214,485,ENSG00000089902
902,O75807,PPP1R15A,0,0.078962002,0.24468581,0.807838734,0.806755287,0.523375542,0.839765605,674,ENSG00000087074
903,Q9UPS8,ANR26,0,0.452126336,0.7090258,0.744424727,0.747033096,0.674397987,0.839750686,1709,ENSG00000107890
904,P59998,ARPC4,0,0.080828934,0.10811541,0.874624419,0.822081082,0.460306979,0.839531545,168,ENSG00000241553
905,Q4G0F5,VPS26B,0,0.813037036,0.51254034,0.735352641,0.621150577,0.785101506,0.839523354,336,ENSG00000151502
906,Q96AX1,VPS33A,0,0.700810085,0.4158497,0.839706671,0.712377181,0.720766649,0.839511058,596,ENSG00000139719
907,Q99549,MPHOSPH8,0,0.451593837,0.8035035,0.791020948,0.729286162,0.694311947,0.839291349,860,ENSG00000196199
908,O60749,SNX2,0,0.338843948,0.66623783,0.751463276,0.764234619,0.641114692,0.839213456,519,ENSG00000205302
909,Q70E73,RAPH1,0,0.893050369,0.26946577,0.57720602,0.5,0.820783768,0.83904268,1250,ENSG00000173166
910,Q9UL41,PNMA3,0,0.382649612,0.42855203,0.509589795,0.774016397,0.622590486,0.838840355,463,ENSG00000183837
911,Q9Y3C8,UFC1,0,0.852603512,0.21382932,0.716241636,0.595454178,0.790579734,0.838450693,167,ENSG00000143222
912,Q9H211,CDT1,0,0.330109593,0.115791015,0.741310241,0.803460534,0.53675282,0.838435196,546,ENSG00000167513
913,P0C7P4,UQCRFS1P1,0,0.767783618,0.046410248,0.676515697,0.726081003,0.696054837,0.838433474,283,
914,Q96EB1,ELP4,0,0.658679978,0.1482393,0.690923349,0.740271421,0.680437932,0.83822774,424,ENSG00000109911
915,Q9P266,JCAD,0,0.137775293,0.6557951,0.869573069,0.784235973,0.594510648,0.837790312,1359,ENSG00000165757
916,P06753,TPM3,0,0.377309685,0.38143644,0.806410558,0.776492477,0.617419548,0.837728583,285,ENSG00000143549
917,Q9UPU7,TBC1D2B,0,0.811816914,0.25429222,0.726274271,0.646209964,0.767762387,0.837430301,963,ENSG00000167202
918,Q99856,ARID3A,0,0.868930511,0.23490842,0.475494911,0.566451559,0.799492234,0.837120889,593,ENSG00000116017
919,Q96LA8,PRMT6,0,0.470528576,0.0283476,0.306816463,0.795411006,0.55609374,0.836772598,375,ENSG00000198890
920,Q86Y91,KIF18B,0,0.543498044,0.31698555,0.737629454,0.750033626,0.659060853,0.836649301,864,ENSG00000186185
921,P83916,CBX1,0,0.762355138,0.52444166,0.708582912,0.657265954,0.755968814,0.836577368,185,ENSG00000108468
922,P24821,TENA,0,0.221109171,0.3172748,0.866039037,0.78877334,0.574019355,0.836436955,2201,ENSG00000041982
923,Q8WW22,DNAJA4,0,0.716867523,0.6279688,0.532922447,0.676181258,0.744498275,0.83643066,397,ENSG00000140403
924,O43813,LANCL1,0,0.076288681,0.118912496,0.868311009,0.818503055,0.459676277,0.83620124,399,ENSG00000115365
925,Q9NVD3,SETD4,0,0.040946808,0.19493482,0.698226425,0.809244139,0.498648739,0.836143089,440,ENSG00000185917
926,P57088,TMEM33,0,0.016887197,0.0155754,0.893938302,0.828696527,0.386860797,0.835737666,247,ENSG00000109133
927,P48723,HSPA13,0,0.89606207,0.46089095,0.251573581,0.445182788,0.827849099,0.835707335,471,ENSG00000155304
928,Q9NPJ3,ACOT13,0,0.632848218,0.16121687,0.857355695,0.740358054,0.67363731,0.834989102,140,ENSG00000112304
929,Q53HU0,TCPQ,0,0.758279752,0.2718772,0.44886793,0.68127878,0.738504327,0.834981905,548,
930,Q6FI44,RAB5A,0,0.622388252,0.12178563,0.533235069,0.758632287,0.638823809,0.834539276,215,ENSG00000144566
931,P0CB43,HGH1,0,0.797077928,0.64224064,0.377543461,0.610773672,0.781103041,0.834494785,390,ENSG00000235173
932,Q92610,ZN592,0,0.067419601,0.12221771,0.911807813,0.81677158,0.455990459,0.834374343,1267,ENSG00000166716
933,Q9UJT0,TUBE1,0,0.10895601,0.07248358,0.777104372,0.813191019,0.465707317,0.834299536,475,ENSG00000074935
934,O75663,TIPRL,0,0.166019081,0.49834645,0.798279967,0.785291323,0.579932292,0.834281092,272,ENSG00000143155
935,P29374,ARI4A,0,0.522535976,0.9411984,0.448204184,0.366180039,0.839540408,0.834204663,1257,ENSG00000032219
936,P04424,ASL,0,0.199170684,0.051777508,0.584549098,0.808291387,0.489378543,0.834057725,464,ENSG00000126522
937,Q5VTM2,AGAP9,0,0.285163824,0.038629983,0.279294776,0.804621431,0.507246617,0.834037363,703,ENSG00000204172
938,P50570,DNM2,0,0.802988941,0.19465162,0.695057119,0.650822675,0.754509957,0.833988283,870,ENSG00000079805
939,Q9BXF3,CECR2,0,0.624983926,0.5872693,0.774876865,0.70834071,0.712090583,0.833982817,1484,ENSG00000099954
940,Q8IZT9,FAM9C,0,0.9388762,0.5037795,0.19640832,0.049219037,0.877454737,0.833852245,166,ENSG00000187268
941,Q93034,CUL5,0,0.850311562,0.14106481,0.756386859,0.634817312,0.766058498,0.833512919,780,ENSG00000166266
942,P22695,UQCRC2,0,0.491672754,0.3743864,0.779735483,0.751450873,0.646815709,0.833458554,453,ENSG00000140740
943,O60356,NUPR1,0,0.777535426,0.06510078,0.812016103,0.712262069,0.704478797,0.833382471,82,ENSG00000176046
944,P33121,ACSL1,0,0.949565926,0.13968107,0.195528195,0.181211929,0.86350219,0.833310065,698,ENSG00000151726
945,Q9Y5A7,NUB1,0,0.893975938,0.4424195,0.645223101,0.432548336,0.827792397,0.833235117,615,ENSG00000013374
946,Q9BT78,COPS4,0,0.679890888,0.4920344,0.634660986,0.701689221,0.716590064,0.832964802,406,ENSG00000138663
947,Q9NVM4,PRMT7,0,0.294039682,0.06500899,0.65001454,0.801157068,0.521507379,0.832879793,692,ENSG00000132600
948,Q6FI81,CIAPIN1,0,0.556444166,0.31129038,0.772665075,0.740993482,0.663951409,0.832867246,312,ENSG00000005194
949,Q96EY1,DNAJA3,0,0.461254416,0.30511346,0.621782283,0.759593083,0.631252417,0.832838603,480,ENSG00000103423
950,Q9UBP9,GULP1,0,0.46164382,0.64032596,0.850416162,0.740510491,0.66630946,0.832791407,304,ENSG00000144366
951,Q9UI36,DACH1,0,0.725561104,0.46535498,0.799049557,0.682340718,0.733406996,0.83266109,760,ENSG00000276644
952,O43301,HSPA12A,0,0.371214581,0.27017182,0.545863815,0.772633184,0.603683239,0.832619564,675,ENSG00000165868
953,K7EL68,CDC37,0,0.615532336,0.118540905,0.710884544,0.756628147,0.634422098,0.832575094,184,ENSG00000105401
954,P10916,MYL2,0,0.856752523,0.15314366,0.702946911,0.590737743,0.785746496,0.832507664,166,ENSG00000111245
955,Q9P2L0,WDR35,0,0.399008897,0.5008585,0.839923845,0.755665929,0.634492244,0.832496753,1181,ENSG00000118965
956,Q9Y6A5,TACC3,0,0.505097673,0.06357686,0.62367553,0.781479803,0.584714796,0.832461446,838,ENSG00000013810
957,Q96LZ2,MAGEB10,0,0.516152339,0.20715114,0.864303054,0.752326472,0.639680136,0.832341403,347,ENSG00000177689
958,Q96A84,EMID1,0,0.058856282,0.037809696,0.855655737,0.820712062,0.427521348,0.831815941,441,ENSG00000186998
959,Q8IVF7,FMNL3,0,0.246337065,0.10706155,0.797005292,0.802447007,0.514108113,0.831756565,1028,ENSG00000161791
960,Q9UQ88,CDK11A,0,0.774499865,0.73681545,0.712380865,0.599912628,0.781495726,0.831746623,783,ENSG00000008128
961,P52788,SMS,0,0.747473251,0.26900426,0.753203824,0.686269309,0.728790318,0.831729723,366,ENSG00000102172
962,P49450,CENPA,0,0.162518235,0.16926566,0.761149739,0.792503904,0.538519659,0.831484725,140,ENSG00000115163
963,Q5T5X7,BEND3,0,0.076239232,0.22640552,0.887684782,0.799366266,0.520217198,0.831468017,828,ENSG00000178409
964,Q86UX7,FERMT3,0,0.368869256,0.841062,0.832494796,0.720325778,0.689697161,0.831375363,667,ENSG00000149781
965,Q9NR19,ACSS2,0,0.180414976,0.6744358,0.818873542,0.769026301,0.607821213,0.831228224,701,ENSG00000131069
966,Q6ZS30,NBEL1,0,0.256820245,0.49053422,0.895294924,0.771828598,0.601424975,0.831213202,2694,ENSG00000144426
967,O75531,BANF1,0,0.68042924,0.108605705,0.779281686,0.742027767,0.656622069,0.830938049,89,ENSG00000175334
968,Q07617,SPAG1,0,0.7825093,0.6128234,0.67125146,0.62154497,0.771466193,0.830922773,926,ENSG00000104450
969,O00160,MYO1F,0,0.64227175,0.67298716,0.736254512,0.689519728,0.723687151,0.830910633,1098,ENSG00000142347
970,Q8N2W9,PIAS4,0,0.657769495,0.7905399,0.631748732,0.658896411,0.746635102,0.830897434,510,ENSG00000105229
971,P28715,ERCC5,0,0.652681099,0.4303392,0.538249752,0.707467053,0.703766236,0.830701683,1186,ENSG00000134899
972,O75366,AVIL,0,0.88115441,0.7428984,0.357470153,0.343219888,0.839864949,0.830577771,819,ENSG00000135407
973,P16949,STMN1,0,0.312925049,0.15941386,0.837777079,0.781633564,0.576236311,0.830418953,149,ENSG00000117632
974,H0YJT2,STRN3,0,0.91815602,0.3976341,0.178877953,0.246109738,0.8477851,0.830288529,172,ENSG00000196792
975,Q9BSR4,POLR1B,0,0.875474529,0.39039004,0.287173308,0.482826596,0.815370488,0.830281411,582,
976,O60299,LZTS3,0,0.211085506,0.9099288,0.664008109,0.68714014,0.723926328,0.83024991,673,ENSG00000088899
977,Q0VAK6,LMOD3,0,0.884221646,0.31547785,0.285990829,0.481122283,0.813746919,0.830221215,560,ENSG00000163380
978,J3KNZ9,FBRS,0,0.432615612,0.09751572,0.586833509,0.784269892,0.563879878,0.830171288,980,ENSG00000156860
979,P49917,LIG4,0,0.787084368,0.14814885,0.576728945,0.667776124,0.739731371,0.830141078,911,ENSG00000174405
980,O00429,DNM1L,0,0.685726652,0.10095092,0.815829629,0.739758454,0.657756967,0.830080926,736,ENSG00000087470
981,Q96BK8,C8orf30A,0,0.097845627,0.64623487,0.838983784,0.779492669,0.582816489,0.830075348,256,
982,Q9NRC8,SIRT7,0,0.457831699,0.060590807,0.763154426,0.783912706,0.566398301,0.830044176,400,ENSG00000187531
983,Q96N64,PWWP2A,0,0.845942175,0.68161005,0.610168717,0.478216963,0.814061173,0.829699962,755,ENSG00000170234
984,Q9BUP0,EFHD1,0,0.207114535,0.50240076,0.740344562,0.773633413,0.592749358,0.829630752,239,ENSG00000115468
985,Q9NRS6,SNX15,0,0.218240344,0.5931118,0.706383023,0.765606962,0.606490617,0.829570285,342,ENSG00000110025
986,G3V325,ATP5MF-PTCD1,0,0.508832606,0.7577663,0.827165359,0.708955781,0.70049594,0.829538446,749,ENSG00000248919
987,Q96JJ7,TMX3,0,0.737740856,0.6990763,0.438594362,0.635438258,0.759073024,0.829334016,454,ENSG00000166479
988,Q02127,DHODH,0,0.560864558,0.22468434,0.593755496,0.737407838,0.65668939,0.829203632,395,ENSG00000102967
989,Q9GZN1,ACTR6,0,0.752896287,0.19896114,0.573569862,0.680024633,0.728266214,0.829143806,396,ENSG00000075089
990,B4DHB6,CFA43,0,0.908086224,0.17992389,0.35010266,0.403323662,0.829250954,0.829074964,940,
991,Q9BUL8,PDCD10,0,0.367023753,0.13324177,0.815474985,0.787067402,0.548578694,0.829067135,212,ENSG00000114209
992,Q76MU0,EMS1,0,0.882007487,0.73827815,0.291139995,0.337798788,0.839684312,0.828918108,319,
993,B1ALA9,PRPS1,0,0.719159705,0.084686674,0.676515697,0.726081003,0.675137461,0.828810164,218,ENSG00000147224
994,Q14315,FLNC,0,0.27597664,0.7414653,0.734441228,0.744096892,0.646467564,0.828786602,2725,ENSG00000128591
995,Q68CP9,ARID2,0,0.405734648,0.41296342,0.594631158,0.75227832,0.626254086,0.828716749,1835,ENSG00000189079
996,Q6K0P9,PYHIN1,0,0.751447959,0.25008315,0.689895319,0.672879597,0.73151256,0.828639523,492,ENSG00000163564
997,O75689,ADAP1,0,0.931630589,0.04159521,0.484654107,0.373255178,0.832086492,0.828603983,374,ENSG00000105963
998,Q8NBF6,AVL9,0,0.24690667,0.43109542,0.842591235,0.771865902,0.592689284,0.828538261,648,ENSG00000105778
999,Q9Y5X1,SNX9,0,0.228424083,0.8754314,0.770099476,0.719898164,0.684141934,0.828359336,595,ENSG00000130340
1000,Q12824,SMARCB1,0,0.452903844,0.2207219,0.780400717,0.757519306,0.621385574,0.828309351,385,ENSG00000099956
1001,Q32P44,EML3,0,0.482849583,0.38415995,0.70315865,0.743994803,0.644142215,0.82799872,896,ENSG00000149499
1002,Q86TR8,,0,0.227311662,0.83264756,0.687287406,0.733310977,0.658979467,0.82798945,530,
1003,P54368,OAZ1,0,0.041926871,0.17731585,0.695582311,0.802851723,0.496518989,0.827959205,228,ENSG00000104904
1004,P28289,TMOD1,0,0.689937161,0.8146186,0.849335031,0.629705283,0.759590631,0.827814924,359,ENSG00000136842
1005,P30047,GCHFR,0,0.431448976,0.121673346,0.882136892,0.782437888,0.565402775,0.827753893,84,ENSG00000137880
1006,O94964,SOGA1,0,0.196323935,0.48050955,0.755043035,0.773332619,0.587149752,0.82767563,1423,ENSG00000149639
1007,Q9UKX2,MYH2,0,0.362414418,0.7287617,0.857992262,0.731846397,0.659140403,0.827627154,1941,ENSG00000125414
1008,Q13017,RHG05,0,0.42324142,0.8250201,0.780361367,0.71083915,0.691651083,0.827487158,1502,ENSG00000100852
1009,C9K0J5,,0,0.86697851,0.2198343,0.479060745,0.542169705,0.796927162,0.827386304,1302,ENSG00000173166
1010,C9JDE9,ACAA1,0,0.597769662,0.26439843,0.676515697,0.726081003,0.671858712,0.827084263,383,ENSG00000060971
1011,A2RUB6,CCDC66,0,0.520295132,0.305476,0.745500082,0.737532819,0.650390008,0.827057988,948,ENSG00000180376
1012,Q9UDT6,CLIP2,0,0.5,0.6527565,0.704918889,0.722476974,0.675507676,0.82703096,1046,ENSG00000106665
1013,Q96GK7,FAHD2A,0,0.626691327,0.17797211,0.779108791,0.724771989,0.674091202,0.826985553,314,ENSG00000115042
1014,P07992,ERCC1,0,0.859445273,0.2461078,0.5,0.556340665,0.792969269,0.82695506,297,ENSG00000012061
1015,Q15293,RCN1,0,0.435899404,0.28148827,0.818034216,0.753501853,0.620239859,0.826917631,331,ENSG00000049449
1016,G3V5R9,KLC1,0,0.875710388,0.64032596,0.265018829,0.387687538,0.828877949,0.826898693,630,ENSG00000126214
1017,Q86UT6,NLRX1,0,0.508230543,0.9384231,0.360270061,0.372660913,0.83060468,0.826808024,975,ENSG00000160703
1018,P05543,SERPINA7,0,0.52420528,0.10647683,0.93866052,0.766617916,0.597281772,0.82680715,415,ENSG00000123561
1019,P27448,MARK3,0,0.506200741,0.1954315,0.765349497,0.746054111,0.634179701,0.826771863,753,ENSG00000075413
1020,O00257,CBX4,0,0.861633571,0.21106738,0.595501097,0.54848218,0.793718949,0.826371709,560,ENSG00000141582
1021,Q9P260,K1468,0,0.770695519,0.23371445,0.696657577,0.655625644,0.73975872,0.826312053,1216,ENSG00000134444
1022,O60443,GSDME,0,0.160162164,0.22578593,0.844493363,0.784660585,0.546435653,0.826175255,496,ENSG00000105928
1023,Q9BT43,POLR3GL,0,0.865159529,0.45568907,0.479471272,0.483962059,0.809782848,0.826152429,218,ENSG00000121851
1024,Q13618,CUL3,0,0.73551879,0.6661034,0.759017641,0.636082513,0.753736415,0.826007589,768,ENSG00000036257
1025,P21579,SYT1,0,0.85886526,0.5550804,0.516816201,0.482736228,0.809733514,0.82598247,422,ENSG00000067715
1026,Q9Y4E5,ZN451,0,0.076254343,0.42838672,0.609797008,0.784786115,0.545318567,0.82597915,1061,ENSG00000112200
1027,H0YCH8,AKIP1,0,0.350450347,0.1364509,0.660323782,0.785750631,0.544516349,0.825893354,151,ENSG00000166452
1028,P28066,PSMA5,0,0.061049178,0.15715729,0.809852192,0.797335983,0.500991432,0.825718997,241,ENSG00000143106
1029,P43490,NAMPT,0,0.666862698,0.23020673,0.783369525,0.707598965,0.692005403,0.825664307,491,ENSG00000105835
1030,Q9BZK3,NACAP1,0,0.747229349,0.65064716,0.418941164,0.62696202,0.757202052,0.825552681,213,
1031,Q9UBD5,ORC3,0,0.192355887,0.21956226,0.770896992,0.781484473,0.556138651,0.825418987,711,ENSG00000135336
1032,P10244,MYBL2,0,0.217223991,0.102444045,0.517743135,0.794906276,0.50525581,0.825195643,700,ENSG00000101057
1033,P28838,LAP3,0,0.378227224,0.36749235,0.816799381,0.752194405,0.616725065,0.824966999,519,ENSG00000002549
1034,O60282,KIF5C,0,0.634716815,0.86912465,0.559509043,0.615239187,0.76439574,0.8249394,957,ENSG00000168280
1035,P39880,CUX1,0,0.521934314,0.3421633,0.719032968,0.730281524,0.655364232,0.824637473,1505,ENSG00000257923
1036,Q9Y4X5,ARIH1,0,0.703509866,0.18755746,0.579612937,0.695205743,0.703592142,0.824608615,557,ENSG00000166233
1037,O14556,GAPDHS,0,0.917198305,0.16135348,0.214253899,0.315046154,0.838784071,0.824486365,408,ENSG00000105679
1038,Q96GD4,AURKB,0,0.178109965,0.2124446,0.740692073,0.780817431,0.550876744,0.824325328,344,ENSG00000178999
1039,Q8IWH2,SMRC1,0,0.820565718,0.6165499,0.315093158,0.524399108,0.797771075,0.824325171,1105,ENSG00000173473
1040,Q9HAW4,CLSPN,0,0.090526898,0.55766577,0.694529272,0.777187794,0.567529275,0.824290529,1339,ENSG00000092853
1041,Q86TV6,TTC7B,0,0.379835298,0.3448101,0.466480577,0.751170487,0.616353634,0.824242654,843,ENSG00000165914
1042,P04350,TUBB4A,0,0.532469518,0.6771087,0.698770754,0.706676655,0.689469984,0.82420879,444,ENSG00000104833
1043,Q460N3,PARP15,0,0.93117275,0.4443628,0.133724644,0.129113697,0.864918292,0.824207351,678,ENSG00000173200
1044,P49903,SEPHS1,0,0.858594655,0.1787056,0.580069221,0.558194153,0.78793464,0.823863528,392,ENSG00000086475
1045,P10768,ESD,0,0.4936353,0.0178161,0.897939889,0.779138426,0.557528333,0.823630594,282,ENSG00000139684
1046,P51530,DNA2,0,0.133621635,0.41849548,0.717295828,0.778018346,0.561723582,0.823547576,1060,ENSG00000138346
1047,P49247,RPIA,0,0.831548157,0.7752437,0.357471124,0.44090064,0.816907018,0.823492778,311,ENSG00000153574
1048,Q14194,CRMP1,0,0.605031435,0.8716928,0.694868113,0.623498261,0.756735208,0.823486137,572,ENSG00000072832
1049,P06703,S100A6,0,0.606897139,0.10563973,0.771858471,0.74306016,0.628934156,0.82335033,90,ENSG00000197956
1050,Q5T1B0,AXDN1,0,0.583297685,0.33989778,0.679976291,0.716840113,0.677330841,0.823188844,1012,ENSG00000162779
1051,Q8NHM5,KDM2B,0,0.170419418,0.33337685,0.79849585,0.775797125,0.563322736,0.823073687,1336,ENSG00000089094
1052,Q8N6R0,METTL13,0,0.831121306,0.0939818,0.622705981,0.644035112,0.747202065,0.823029082,699,ENSG00000010165
1053,O43209,TBB2B,0,0.661524652,0.055991314,0.687287406,0.733310977,0.642661596,0.822850183,342,
1054,I3L1H5,DPH1,0,0.582831958,0.19850811,0.682193369,0.724660043,0.662059497,0.822785599,431,ENSG00000108963
1055,Q12840,KIF5A,0,0.463077092,0.79023707,0.715414652,0.700313044,0.693021753,0.822699829,1032,ENSG00000155980
1056,Q96P53,WDFY2,0,0.916023388,0.33933693,0.301277146,0.200694437,0.846276962,0.822647364,400,ENSG00000139668
1057,P49643,PRIM2,0,0.456190268,0.6632847,0.831185294,0.720533065,0.667359107,0.822435917,509,ENSG00000146143
1058,Q96T17,MAP7D2,0,0.605393301,0.7071563,0.791906366,0.675852685,0.717072949,0.822378098,732,ENSG00000184368
1059,Q6ZYL4,GTF2H5,0,0.257839674,0.104674235,0.7107858,0.787845734,0.516562404,0.822357322,71,ENSG00000272047
1060,Q14168,MPP2,0,0.295588995,0.25270668,0.698283648,0.764410476,0.585010746,0.822195651,576,ENSG00000108852
1061,Q8N556,AFAP1,0,0.43240619,0.49310625,0.836591405,0.732289739,0.640929462,0.821965852,730,ENSG00000196526
1062,Q8TBZ0,CCDC110,0,0.124610542,0.40295374,0.609903644,0.775778108,0.557502536,0.821625893,833,ENSG00000168491
1063,J3KPK1,,0,0.847566452,0.73881596,0.349814641,0.402468076,0.822901766,0.821603907,1264,ENSG00000159082
1064,Q8IWZ6,BBS7,0,0.878831623,0.24290943,0.587136695,0.46552979,0.808376518,0.821573006,715,ENSG00000138686
1065,Q8N475,FSTL5,0,0.743697815,0.27390173,0.511547466,0.663512959,0.727040439,0.82140204,847,ENSG00000168843
1066,P11308,ERG,0,0.12059081,0.052114937,0.809110667,0.802844983,0.46310038,0.821351674,486,ENSG00000157554
1067,Q01484,ANK2,0,0.207356896,0.6712018,0.72255469,0.74639244,0.614632675,0.821336283,3957,ENSG00000145362
1068,B4DLA9,H2B2F,0,0.753564253,0.06095105,0.657330535,0.700454391,0.691293079,0.821285791,126,ENSG00000203814
1069,P00813,ADA,0,0.538779618,0.6046067,0.548868318,0.705184789,0.684978268,0.821281635,363,ENSG00000196839
1070,Q9NWV4,C1orf123,0,0.492072318,0.1412343,0.710925883,0.762702876,0.586936024,0.821257122,160,ENSG00000162384
1071,Q58EY4,SMRC1,0,0.693900355,0.63402736,0.418599587,0.650072197,0.735265081,0.821175701,1105,
1072,Q9NQ92,COPRS,0,0.202010017,0.12469269,0.827756282,0.78916338,0.504344971,0.821171542,184,ENSG00000172301
1073,Q9H0E3,SP130,0,0.774154536,0.45583838,0.611583142,0.621300481,0.755576731,0.821141761,1048,ENSG00000136715
1074,Q9Y468,L3MBTL1,0,0.19480036,0.22567192,0.583238064,0.774215167,0.557009805,0.821012843,752,ENSG00000185513
1075,Q9H147,DNTTIP1,0,0.475148718,0.205269,0.685070842,0.741932758,0.623560309,0.820866145,329,ENSG00000101457
1076,Q8IX06,REXO1L1P,0,0.336219031,0.3941706,0.28308437,0.749217841,0.608894446,0.820762773,675,
1077,Q9UK58,CCNL1,0,0.675671238,0.81984866,0.623684514,0.615420183,0.75700363,0.820642644,526,ENSG00000163660
1078,Q86XE5,HOGA1,0,0.036259346,0.23194681,0.552638905,0.789572793,0.502422777,0.820606007,327,ENSG00000241935
1079,O60216,RAD21,0,0.10383163,0.4644859,0.78546665,0.772752483,0.559680443,0.820526273,631,ENSG00000164754
1080,P09086,POU2F2,0,0.092068696,0.037649248,0.534201312,0.80413271,0.44370214,0.820307248,479,ENSG00000028277
1081,H0Y9L7,TAF1,0,0.606306518,0.86605304,0.733551018,0.617826814,0.756210573,0.820288704,279,ENSG00000147133
1082,Q9H900,ZWILCH,0,0.202333892,0.26127562,0.598416939,0.770926571,0.563236968,0.820211728,591,ENSG00000174442
1083,H7C1F9,RGPA2,0,0.381565125,0.46250212,0.515650358,0.736971207,0.625953121,0.820175645,1740,ENSG00000188559
1084,Q9H9C1,VIPAS39,0,0.311070639,0.2765907,0.75714766,0.759654783,0.591089345,0.820163177,493,ENSG00000151445
1085,P55198,AF17,0,0.121984449,0.08574644,0.552095815,0.79747517,0.472874743,0.820155759,1093,ENSG00000275851
1086,O75323,NIPSNAP2,0,0.134883293,0.055922575,0.881292578,0.797588619,0.470083686,0.819789387,286,ENSG00000146729
1087,O43293,DAPK3,0,0.830045265,0.4541199,0.635067649,0.540850867,0.789545283,0.819620553,454,ENSG00000167657
1088,Q9BY50,SEC11C,0,0.582148402,0.6167122,0.15034733,0.686036465,0.701318727,0.819547923,192,ENSG00000166562
1089,Q8TE76,MORC4,0,0.314598097,0.4717925,0.724569805,0.744644429,0.613566431,0.81946617,937,ENSG00000133131
1090,O75596,CLEC3A,0,0.330989802,0.53362083,0.828962325,0.740889743,0.621793999,0.819428231,197,ENSG00000166509
1091,Q9NVP2,ASF1B,0,0.096291505,0.1070837,0.72942225,0.798488923,0.466566109,0.819326742,202,ENSG00000105011
1092,P59190,RAB15,0,0.646838172,0.6770432,0.628687589,0.661453005,0.724638526,0.819258839,212,ENSG00000139998
1093,O15457,MSH4,0,0.442864093,0.1959914,0.656479963,0.745314274,0.612465522,0.819210504,936,ENSG00000057468
1094,Q96S94,CCNL2,0,0.789229643,0.82497597,0.47682972,0.5,0.801395874,0.819195568,520,ENSG00000221978
1095,Q8N5I9,C12orf45,0,0.674140767,0.45275977,0.766098802,0.67309396,0.71217322,0.818744543,185,ENSG00000151131
1096,P68400,CSNK2A1,0,0.358031188,0.069492206,0.777853567,0.779196583,0.537340397,0.818700432,391,ENSG00000101266
1097,Q08188,TGM3,0,0.080483359,0.37450948,0.809277674,0.778294272,0.541417505,0.818673682,693,ENSG00000125780
1098,O75419,CDC45,0,0.342444853,0.22762306,0.82961425,0.753857252,0.591947414,0.81857386,566,ENSG00000093009
1099,Q8WUU5,GATAD1,0,0.711310254,0.7166405,0.48187254,0.622837734,0.751153249,0.818503309,269,ENSG00000157259
1100,V9HW29,HEL-S-61,0,0.870473799,0.85590416,0.127991884,0.14629469,0.849144473,0.818321563,963,
1101,O75953,DNAJB5,0,0.7979243,0.27782974,0.300717547,0.608276016,0.755968203,0.818279026,348,ENSG00000137094
1102,Q15156,PML-RAR,0,0.171878116,0.014042361,0.886829867,0.799965134,0.455529881,0.818227229,797,
1103,O75676,RPS6KA4,0,0.076297589,0.060713906,0.780319299,0.801266711,0.448927695,0.818222889,772,ENSG00000162302
1104,Q9UNH5,CDC14A,0,0.320144485,0.7347702,0.840702225,0.721802358,0.652708695,0.81819276,594,ENSG00000079335
1105,Q8N532,TUBA1C,0,0.16780968,0.37302795,0.6000865,0.765807058,0.566628601,0.818100759,325,
1106,B2R8Y4,ACTN3,0,0.92162953,0.35583374,0.183469445,0.147422956,0.85052125,0.817889675,901,
1107,Q8IWT3,CUL9,0,0.23047412,0.34047353,0.811372811,0.761499727,0.580532875,0.817830713,2517,ENSG00000112659
1108,O15417,TNC18,0,0.216010593,0.8851326,0.367269382,0.689528952,0.693154849,0.817787481,2968,ENSG00000182095
1109,Q5TZN3,UBE2C,0,0.279043335,0.11536038,0.575544538,0.781554261,0.524139704,0.817759956,179,
